type,simulationRun,max,mean,p95,p99,n_above,first_win,first_sample,max_consec,n_windows
fault15,190,0.6832258701324463,0.6195210814476013,0.6670061349868774,0.6797016263008118,0,-1,-1,0,89
fault15,191,0.6586022973060608,0.6077884435653687,0.6442833542823792,0.6521345973014832,0,-1,-1,0,89
fault15,192,0.6880384683609009,0.6298698782920837,0.6761846542358398,0.687732458114624,3,25,125,2,89
fault15,193,0.6507835388183594,0.5958950519561768,0.6359078288078308,0.6438968777656555,0,-1,-1,0,89
fault15,194,0.6732450127601624,0.6125199198722839,0.6592456698417664,0.6710387468338013,0,-1,-1,0,89
fault15,195,0.6782544255256653,0.6329959034919739,0.6681428551673889,0.6752429604530334,0,-1,-1,0,89
fault15,196,0.678842306137085,0.6134287118911743,0.6715974807739258,0.6768915057182312,0,-1,-1,0,89
fault15,197,0.6809526681900024,0.6096076369285583,0.6574060916900635,0.6744605898857117,0,-1,-1,0,89
fault15,198,0.6861205697059631,0.6269707679748535,0.6603963971138,0.6771416068077087,0,-1,-1,0,89
fault15,199,0.6957348585128784,0.6283590793609619,0.6894010901451111,0.6933503150939941,6,15,75,4,89
fault15,200,0.698158323764801,0.6181650757789612,0.6594981551170349,0.6739715933799744,1,42,210,1,89
fault15,201,0.6973868012428284,0.6202747821807861,0.6895550489425659,0.6959824562072754,6,72,360,3,89
fault15,202,0.7098914384841919,0.6291235089302063,0.6791790723800659,0.7045537829399109,4,45,225,4,89
fault15,203,0.6811749935150146,0.634785532951355,0.6624055504798889,0.6797018051147461,0,-1,-1,0,89
fault15,204,0.6879920363426208,0.6298676133155823,0.6712310314178467,0.6830155253410339,1,12,60,1,89
fault15,205,0.6787315607070923,0.6101685166358948,0.6592759490013123,0.6771708726882935,0,-1,-1,0,89
fault15,206,0.695130467414856,0.6446772217750549,0.6810508370399475,0.6948930621147156,2,60,300,1,89
fault15,207,0.6711127758026123,0.6309743523597717,0.6611964702606201,0.6702216863632202,0,-1,-1,0,89
fault15,208,0.6601911783218384,0.5976204872131348,0.6448274254798889,0.6500343680381775,0,-1,-1,0,89
fault15,209,0.7009745836257935,0.6228961944580078,0.6862788796424866,0.6943387389183044,4,67,335,4,89
fault15,210,0.7156186699867249,0.6257757544517517,0.70452481508255,0.714499831199646,8,57,285,8,89
fault15,211,0.6624018549919128,0.6130127906799316,0.6499675512313843,0.661850094795227,0,-1,-1,0,89
fault15,212,0.6740468740463257,0.6121389269828796,0.6549110412597656,0.6657909750938416,0,-1,-1,0,89
fault15,213,0.6861900687217712,0.6177524328231812,0.669739305973053,0.6827739477157593,0,-1,-1,0,89
fault15,214,0.6712368726730347,0.6154472231864929,0.6662843227386475,0.6710779070854187,0,-1,-1,0,89
fault15,215,0.6838260293006897,0.6187548041343689,0.6581514477729797,0.6725766658782959,0,-1,-1,0,89
fault15,216,0.660253643989563,0.6244595050811768,0.6561927795410156,0.659355103969574,0,-1,-1,0,89
fault15,217,0.6974729895591736,0.6206873059272766,0.6885812878608704,0.6955622434616089,5,44,220,3,89
fault15,218,0.6797237396240234,0.601320743560791,0.6513356566429138,0.6731870174407959,0,-1,-1,0,89
fault15,219,0.6962128281593323,0.6422145366668701,0.6840851306915283,0.695378303527832,4,10,50,2,89
fault15,220,0.6708202362060547,0.6203048229217529,0.6603583693504333,0.6699844598770142,0,-1,-1,0,89
fault15,221,0.6758053302764893,0.6292541027069092,0.6638567447662354,0.6742302179336548,0,-1,-1,0,89
fault15,222,0.6544608473777771,0.6066942811012268,0.6421196460723877,0.6516083478927612,0,-1,-1,0,89
fault15,223,0.6562107801437378,0.6165469288825989,0.6483765244483948,0.6560855507850647,0,-1,-1,0,89
fault15,224,0.7111555933952332,0.6242536306381226,0.6780600547790527,0.697525680065155,4,26,130,4,89
fault15,225,0.6897656917572021,0.6257068514823914,0.6672717928886414,0.6780890226364136,1,87,435,1,89
fault15,226,0.7052150368690491,0.6311367154121399,0.6868420839309692,0.7042146921157837,5,75,375,2,89
fault15,227,0.6995524764060974,0.6254278421401978,0.6780209541320801,0.6956371665000916,4,28,140,4,89
fault15,228,0.6654812097549438,0.6284421682357788,0.6603497862815857,0.6644517779350281,0,-1,-1,0,89
fault15,229,0.7073099613189697,0.6350805759429932,0.6892005205154419,0.6985659003257751,7,60,300,5,89
fault15,230,0.7051832675933838,0.6324832439422607,0.6767308712005615,0.6953399181365967,2,37,185,2,89
fault15,231,0.653782844543457,0.6195365786552429,0.6464101076126099,0.6512653827667236,0,-1,-1,0,89
fault15,232,0.6559324264526367,0.6106651425361633,0.6423251032829285,0.648264467716217,0,-1,-1,0,89
fault15,233,0.6968165040016174,0.6358641386032104,0.6807686686515808,0.693559467792511,3,69,345,3,89
fault15,234,0.6711834669113159,0.6222132444381714,0.6609649658203125,0.6668710112571716,0,-1,-1,0,89
fault15,235,0.7217524647712708,0.663364827632904,0.6919320821762085,0.7084604501724243,9,9,45,2,89
fault15,236,0.6939863562583923,0.6203823089599609,0.6601269841194153,0.6836475729942322,1,88,440,1,89
fault15,237,0.6653935313224792,0.6309804320335388,0.6583988070487976,0.6651051640510559,0,-1,-1,0,89
fault15,238,0.66904217004776,0.6229567527770996,0.6611607670783997,0.6682464480400085,0,-1,-1,0,89
fault15,239,0.6903581619262695,0.6134993433952332,0.6628188490867615,0.688903272151947,2,60,300,2,89
fault15,240,0.660340428352356,0.6171768307685852,0.6467519402503967,0.657431423664093,0,-1,-1,0,89
fault15,241,0.6537746787071228,0.5987996459007263,0.640985906124115,0.6522981524467468,0,-1,-1,0,89
fault15,242,0.6888135671615601,0.6234421730041504,0.659770667552948,0.6864436268806458,1,53,265,1,89
fault15,243,0.7221018671989441,0.6436761617660522,0.7007365226745605,0.7064195871353149,16,17,85,8,89
fault15,244,0.7111949920654297,0.6069963574409485,0.6840565800666809,0.7091498374938965,4,28,140,2,89
fault15,245,0.677326500415802,0.6124602556228638,0.6681609749794006,0.6735377311706543,0,-1,-1,0,89
fault15,246,0.7106561660766602,0.6277583241462708,0.6930471062660217,0.7089983224868774,7,53,265,6,89
fault15,247,0.6578921675682068,0.6059412360191345,0.6486673355102539,0.6540259718894958,0,-1,-1,0,89
fault15,248,0.6882628202438354,0.6200464367866516,0.6783813238143921,0.688051700592041,2,21,105,2,89
fault15,249,0.6769052743911743,0.6187193393707275,0.6640909314155579,0.672619640827179,0,-1,-1,0,89
fault15,250,0.6793282628059387,0.6173070669174194,0.6612159609794617,0.6738026738166809,0,-1,-1,0,89
fault15,251,0.686478853225708,0.6063965559005737,0.6614592671394348,0.68333500623703,0,-1,-1,0,89
fault15,252,0.7186182737350464,0.6407536268234253,0.6953057646751404,0.7098421454429626,8,52,260,5,89
fault15,253,0.7029896974563599,0.6399528980255127,0.68634033203125,0.6984047889709473,5,45,225,3,89
fault15,254,0.6978318095207214,0.6063646078109741,0.6741333603858948,0.6912499070167542,3,62,310,3,89
fault15,255,0.7172900438308716,0.6473935842514038,0.6935436129570007,0.7066311836242676,9,23,115,6,89
fault15,256,0.6691750884056091,0.6262806057929993,0.6616560220718384,0.6680611371994019,0,-1,-1,0,89
fault15,257,0.6705824136734009,0.6184768080711365,0.6626773476600647,0.6669230461120605,0,-1,-1,0,89
fault15,258,0.7138018012046814,0.6292685270309448,0.6959372758865356,0.7130677103996277,9,32,160,8,89
fault15,259,0.6644622087478638,0.6236408352851868,0.6542739272117615,0.6593464612960815,0,-1,-1,0,89
fault15,260,0.655226469039917,0.6169809103012085,0.642302393913269,0.6446772217750549,0,-1,-1,0,89
fault15,261,0.6812041997909546,0.6216776967048645,0.6632460355758667,0.6755785346031189,0,-1,-1,0,89
fault15,262,0.6726090908050537,0.619670569896698,0.6677732467651367,0.6722872257232666,0,-1,-1,0,89
fault15,263,0.6579660773277283,0.6037601232528687,0.6472558379173279,0.6551483273506165,0,-1,-1,0,89
fault15,264,0.7082609534263611,0.6147573590278625,0.6867203116416931,0.6979654431343079,5,69,345,3,89
fault15,265,0.6679725646972656,0.6278175711631775,0.6595873832702637,0.6647348403930664,0,-1,-1,0,89
fault15,266,0.6878321766853333,0.6230173110961914,0.6665298342704773,0.6821559071540833,1,84,420,1,89
fault15,267,0.7048444151878357,0.624679446220398,0.676906168460846,0.6917892694473267,3,32,160,2,89
fault15,268,0.6538130640983582,0.6053351163864136,0.6427275538444519,0.6532021164894104,0,-1,-1,0,89
fault15,269,0.669605016708374,0.6130937933921814,0.6570345759391785,0.6673449873924255,0,-1,-1,0,89
fault15,270,0.6700098514556885,0.6141995191574097,0.6472336649894714,0.6558369398117065,0,-1,-1,0,89
fault15,271,0.698149561882019,0.6475705504417419,0.684163510799408,0.6973872780799866,4,45,225,4,89
fault15,272,0.6622775197029114,0.6133134961128235,0.6550577282905579,0.6598954796791077,0,-1,-1,0,89
fault15,273,0.6609470844268799,0.6205978989601135,0.6422427892684937,0.6558945775032043,0,-1,-1,0,89
fault15,274,0.6591581702232361,0.6146567463874817,0.651093065738678,0.6552210450172424,0,-1,-1,0,89
fault15,275,0.6957641839981079,0.625730574131012,0.6777677536010742,0.6939571499824524,2,52,260,2,89
fault15,276,0.6854413151741028,0.603893518447876,0.6575035452842712,0.6827279925346375,0,-1,-1,0,89
fault15,277,0.6655922532081604,0.6166723966598511,0.650154709815979,0.6643728017807007,0,-1,-1,0,89
fault15,278,0.6685008406639099,0.6200731992721558,0.6625974178314209,0.6677977442741394,0,-1,-1,0,89
fault15,279,0.6962152123451233,0.6204468607902527,0.6891711950302124,0.6962131261825562,5,6,30,4,89
fault15,280,0.6858155131340027,0.6236470341682434,0.6699870228767395,0.6845769882202148,0,-1,-1,0,89
fault15,281,0.670881986618042,0.6194528937339783,0.65668785572052,0.666770875453949,0,-1,-1,0,89
fault15,282,0.6377715468406677,0.6079387068748474,0.6332985162734985,0.6346944570541382,0,-1,-1,0,89
fault15,283,0.6908215880393982,0.6283782124519348,0.6624894142150879,0.678422212600708,1,75,375,1,89
fault15,284,0.6525671482086182,0.6096867322921753,0.6393764019012451,0.6476543545722961,0,-1,-1,0,89
fault15,285,0.692065954208374,0.618942379951477,0.6743440628051758,0.6877926588058472,1,16,80,1,89
fault15,286,0.6662695407867432,0.6224236488342285,0.6568804979324341,0.663752555847168,0,-1,-1,0,89
fault15,287,0.6941075921058655,0.6236845850944519,0.6707388758659363,0.6816874146461487,1,88,440,1,89
fault15,288,0.6756369471549988,0.6291936039924622,0.6657273173332214,0.674567461013794,0,-1,-1,0,89
fault15,289,0.6587870717048645,0.6076802015304565,0.6342313885688782,0.6474969983100891,0,-1,-1,0,89
fault15,290,0.7208112478256226,0.6331645250320435,0.7015419006347656,0.718678891658783,8,2,10,8,89
fault15,291,0.6762509942054749,0.6181778907775879,0.6642846465110779,0.6718273758888245,0,-1,-1,0,89
fault15,292,0.6754566431045532,0.6164142489433289,0.6628913283348083,0.6753000617027283,0,-1,-1,0,89
fault15,293,0.7035579681396484,0.6334450244903564,0.690666913986206,0.7016087174415588,6,8,40,4,89
fault15,294,0.6574084758758545,0.6039434671401978,0.6422808170318604,0.6530491709709167,0,-1,-1,0,89
fault15,295,0.6964271068572998,0.6253008246421814,0.6767919659614563,0.6941097378730774,2,44,220,2,89
fault15,296,0.7026935815811157,0.6330829858779907,0.6841683983802795,0.694605827331543,3,26,130,3,89
fault15,297,0.6562975645065308,0.6151904463768005,0.642886757850647,0.6509197950363159,0,-1,-1,0,89
fault15,298,0.6864603757858276,0.6254228949546814,0.6757566928863525,0.684042751789093,0,-1,-1,0,89
fault15,299,0.6855642795562744,0.6359820365905762,0.667564332485199,0.6782658696174622,0,-1,-1,0,89
fault15,300,0.6774058938026428,0.6183639764785767,0.661047101020813,0.668239414691925,0,-1,-1,0,89
fault15,301,0.7581338286399841,0.6344261765480042,0.7239241600036621,0.7473363280296326,15,38,190,12,89
fault15,302,0.6767756342887878,0.6070694923400879,0.6720998883247375,0.6764709949493408,0,-1,-1,0,89
fault15,303,0.6930621862411499,0.6258905529975891,0.677791953086853,0.6818838715553284,1,75,375,1,89
fault15,304,0.6927484273910522,0.6172811388969421,0.6773909330368042,0.689481794834137,2,3,15,2,89
fault15,305,0.697411298751831,0.6341559886932373,0.6731796264648438,0.6873573660850525,1,24,120,1,89
fault15,306,0.6690372228622437,0.6161937117576599,0.6509069204330444,0.6557154655456543,0,-1,-1,0,89
fault15,307,0.7014332413673401,0.6237279772758484,0.6854614019393921,0.7002628445625305,4,48,240,2,89
fault15,308,0.6857420206069946,0.6079340577125549,0.6672773361206055,0.6812610626220703,0,-1,-1,0,89
fault15,309,0.6717529892921448,0.6313983798027039,0.6645413637161255,0.670657217502594,0,-1,-1,0,89
fault15,310,0.7078527808189392,0.6220508813858032,0.6850442290306091,0.7071093320846558,5,0,0,5,89
fault15,311,0.6852389574050903,0.6160777807235718,0.6698914170265198,0.6792260408401489,0,-1,-1,0,89
fault15,312,0.6821801662445068,0.628046452999115,0.6622831225395203,0.6772336959838867,0,-1,-1,0,89
fault15,313,0.703641951084137,0.6136293411254883,0.6877639293670654,0.7026625871658325,6,60,300,5,89
fault15,314,0.6838669180870056,0.6225568056106567,0.6705726981163025,0.6819709539413452,0,-1,-1,0,89
fault15,315,0.6885910034179688,0.6396190524101257,0.6771926879882812,0.6845528483390808,1,71,355,1,89
fault15,316,0.6861291527748108,0.6201823949813843,0.6599158048629761,0.6782745718955994,0,-1,-1,0,89
fault15,317,0.6713038682937622,0.6186932921409607,0.6617830395698547,0.6690592765808105,0,-1,-1,0,89
fault15,318,0.7135464549064636,0.6230201125144958,0.7005429267883301,0.7088481783866882,11,66,330,11,89
fault15,319,0.6578141450881958,0.6068520545959473,0.6498878598213196,0.6544869542121887,0,-1,-1,0,89
fault15,320,0.6790715456008911,0.6290420293807983,0.6676614880561829,0.6753377318382263,0,-1,-1,0,89
fault15,321,0.6805457472801208,0.6156591176986694,0.6576076149940491,0.668720543384552,0,-1,-1,0,89
fault15,322,0.6682630777359009,0.6257275342941284,0.6621357798576355,0.6677439212799072,0,-1,-1,0,89
fault15,323,0.6780405044555664,0.627689003944397,0.6675646901130676,0.6762646436691284,0,-1,-1,0,89
fault15,324,0.6738793849945068,0.6031633615493774,0.6550127863883972,0.6727770566940308,0,-1,-1,0,89
fault15,325,0.6873252391815186,0.6255983710289001,0.6683183908462524,0.6777035593986511,0,-1,-1,0,89
fault15,326,0.680781364440918,0.6161502003669739,0.6584955453872681,0.6793501377105713,0,-1,-1,0,89
fault15,327,0.7036000490188599,0.6310070157051086,0.6758679151535034,0.6886759400367737,1,57,285,1,89
fault15,328,0.6727128624916077,0.6279515027999878,0.6680777668952942,0.6718950867652893,0,-1,-1,0,89
fault15,329,0.6801892518997192,0.6325181126594543,0.6722784638404846,0.6772445440292358,0,-1,-1,0,89
fault15,330,0.7059342861175537,0.6342748403549194,0.6798766851425171,0.7055611610412598,4,3,15,3,89
fault15,331,0.6923274397850037,0.6124404072761536,0.6788106560707092,0.6832984685897827,1,45,225,1,89
fault15,332,0.6714518666267395,0.63430255651474,0.667106568813324,0.669519305229187,0,-1,-1,0,89
fault15,333,0.6952256560325623,0.6281610727310181,0.6733049750328064,0.6862079501152039,1,10,50,1,89
fault15,334,0.6647570133209229,0.6312400102615356,0.6584109663963318,0.6630226373672485,0,-1,-1,0,89
fault15,335,0.6969717741012573,0.6352720856666565,0.6800429821014404,0.6891090869903564,2,31,155,1,89
fault15,336,0.6720063090324402,0.6271492838859558,0.6608091592788696,0.6684029698371887,0,-1,-1,0,89
fault15,337,0.6572863459587097,0.6127581596374512,0.6436459422111511,0.6553992629051208,0,-1,-1,0,89
fault15,338,0.7128591537475586,0.6434857845306396,0.6953124403953552,0.7044727206230164,7,63,315,4,89
fault15,339,0.6709353923797607,0.6168431639671326,0.6640188694000244,0.6693887114524841,0,-1,-1,0,89
fault15,340,0.6740186214447021,0.6180421113967896,0.6645544171333313,0.6713578701019287,0,-1,-1,0,89
fault15,341,0.7069879174232483,0.6392208337783813,0.6937004923820496,0.7026615738868713,7,12,60,2,89
fault15,342,0.6867971420288086,0.6167846918106079,0.6658563613891602,0.6854532361030579,0,-1,-1,0,89
fault15,343,0.6649750471115112,0.6244170069694519,0.6550600528717041,0.6649001836776733,0,-1,-1,0,89
fault15,344,0.6896679997444153,0.6245888471603394,0.6766363978385925,0.6854600310325623,1,56,280,1,89
fault15,345,0.6598822474479675,0.6117098927497864,0.6526431441307068,0.6598346829414368,0,-1,-1,0,89
fault15,346,0.6655247807502747,0.6148850321769714,0.6555026173591614,0.66154545545578,0,-1,-1,0,89
fault15,347,0.6648158431053162,0.6299477219581604,0.6612016558647156,0.6639716029167175,0,-1,-1,0,89
fault15,348,0.6619420647621155,0.6125460863113403,0.6479329466819763,0.657412588596344,0,-1,-1,0,89
fault15,349,0.70387202501297,0.6079490780830383,0.6839931607246399,0.696201503276825,5,52,260,5,89
fault15,350,0.6747610569000244,0.632015585899353,0.6634735465049744,0.6693959832191467,0,-1,-1,0,89
fault15,351,0.6994969248771667,0.6296640038490295,0.6827828884124756,0.6953228116035461,3,25,125,3,89
fault15,352,0.7151123881340027,0.6303269267082214,0.6825718879699707,0.703359067440033,4,43,215,3,89
fault15,353,0.678476870059967,0.6168573498725891,0.6606464385986328,0.6690657734870911,0,-1,-1,0,89
fault15,354,0.670310914516449,0.6251695156097412,0.6573377251625061,0.6674044132232666,0,-1,-1,0,89
fault15,355,0.6595122218132019,0.6102579236030579,0.6462899446487427,0.6556788682937622,0,-1,-1,0,89
fault15,356,0.6769644618034363,0.6151861548423767,0.6614121198654175,0.6765932440757751,0,-1,-1,0,89
fault15,357,0.678134024143219,0.6262215971946716,0.6536875367164612,0.6773949861526489,0,-1,-1,0,89
fault15,358,0.684192955493927,0.612034261226654,0.6642405390739441,0.6838404536247253,0,-1,-1,0,89
fault15,359,0.6610979437828064,0.6218558549880981,0.652183473110199,0.6579669713973999,0,-1,-1,0,89
fault15,360,0.7031351327896118,0.626560628414154,0.6657702922821045,0.7029516696929932,3,70,350,3,89
fault15,361,0.7003945708274841,0.6255002617835999,0.6818416714668274,0.6928889155387878,4,15,75,3,89
fault15,362,0.6679312586784363,0.617654025554657,0.6517766118049622,0.663864254951477,0,-1,-1,0,89
fault15,363,0.6672528386116028,0.613926112651825,0.6585713624954224,0.6662015318870544,0,-1,-1,0,89
fault15,364,0.6700436472892761,0.6097052693367004,0.6554807424545288,0.6680092215538025,0,-1,-1,0,89
fault15,365,0.6821280121803284,0.6366913318634033,0.6695235371589661,0.6771721839904785,0,-1,-1,0,89
fault15,366,0.6925945281982422,0.6178862452507019,0.677330732345581,0.688529372215271,2,85,425,2,89
fault15,367,0.7087584733963013,0.6419862508773804,0.6840292811393738,0.6918841004371643,3,10,50,2,89
fault15,368,0.6758806705474854,0.6372381448745728,0.6645790934562683,0.670722246170044,0,-1,-1,0,89
fault15,369,0.6781982183456421,0.6263687610626221,0.6727141737937927,0.6773076057434082,0,-1,-1,0,89
fault15,370,0.6749302744865417,0.6210256218910217,0.6523720026016235,0.6710476875305176,0,-1,-1,0,89
fault15,371,0.6740898489952087,0.6277135610580444,0.6688396334648132,0.6732316017150879,0,-1,-1,0,89
fault15,372,0.7062467336654663,0.6159414649009705,0.6859816312789917,0.6982659101486206,4,31,155,4,89
fault15,373,0.6648812890052795,0.6102678179740906,0.6530098915100098,0.6638281345367432,0,-1,-1,0,89
fault15,374,0.6885545253753662,0.6351664066314697,0.6757354140281677,0.6883716583251953,2,49,245,1,89
fault15,375,0.7109470963478088,0.6323850154876709,0.6837893724441528,0.7002623677253723,4,58,290,4,89
fault15,376,0.6401447653770447,0.6059699058532715,0.635229766368866,0.6396635174751282,0,-1,-1,0,89
fault15,377,0.6625109314918518,0.6183777451515198,0.6424858570098877,0.6461166739463806,0,-1,-1,0,89
fault15,378,0.6698004603385925,0.6228712201118469,0.660632312297821,0.6672120690345764,0,-1,-1,0,89
fault15,379,0.7134491801261902,0.6375399231910706,0.6986573934555054,0.7078572511672974,8,16,80,6,89
fault15,380,0.7144434452056885,0.6376477479934692,0.697216272354126,0.7110050916671753,6,59,295,4,89
fault15,381,0.6616820096969604,0.6119263172149658,0.6440884470939636,0.6546764969825745,0,-1,-1,0,89
fault15,382,0.7208607196807861,0.6213560104370117,0.6907221078872681,0.7127028107643127,5,23,115,5,89
fault15,383,0.6752904057502747,0.6209166646003723,0.6647459268569946,0.6735987067222595,0,-1,-1,0,89
fault15,384,0.7194840312004089,0.6331138610839844,0.6893861293792725,0.7155603170394897,5,43,215,3,89
fault15,385,0.6691706776618958,0.6272894740104675,0.6589893698692322,0.6688448786735535,0,-1,-1,0,89
fault15,386,0.6661940813064575,0.6152456402778625,0.6459270119667053,0.6612156629562378,0,-1,-1,0,89
fault15,387,0.6778682470321655,0.6337587833404541,0.6707008481025696,0.6768832206726074,0,-1,-1,0,89
fault15,388,0.7136366963386536,0.6424963474273682,0.6914666295051575,0.7089532017707825,7,60,300,4,89
fault15,389,0.7211703062057495,0.6580825448036194,0.7117758393287659,0.7189860939979553,15,2,10,8,89
fault15,390,0.690108597278595,0.6051579713821411,0.6681544184684753,0.6870893836021423,1,36,180,1,89
fault15,391,0.6966355443000793,0.6289409399032593,0.6747475862503052,0.6926607489585876,2,24,120,2,89
fault15,392,0.6802021861076355,0.6231140494346619,0.6647698283195496,0.6776008605957031,0,-1,-1,0,89
fault15,393,0.7192137837409973,0.6300826668739319,0.7084071040153503,0.716762363910675,12,62,310,12,89
fault15,394,0.6775956749916077,0.6048529744148254,0.6563778519630432,0.6650015711784363,0,-1,-1,0,89
fault15,395,0.6872867345809937,0.64447420835495,0.6811380386352539,0.6840335726737976,0,-1,-1,0,89
fault15,396,0.71223384141922,0.6455677151679993,0.6967247128486633,0.7063295841217041,9,28,140,8,89
fault15,397,0.6569849252700806,0.6092380285263062,0.6441819667816162,0.6529057621955872,0,-1,-1,0,89
fault15,398,0.6913524866104126,0.6197252869606018,0.6723960041999817,0.6882460117340088,2,83,415,2,89
fault15,399,0.6721391081809998,0.619282066822052,0.6634560227394104,0.67170250415802,0,-1,-1,0,89
fault15,400,0.6838193535804749,0.6248124837875366,0.673742949962616,0.6836249828338623,0,-1,-1,0,89
fault15,401,0.7142431735992432,0.6405008435249329,0.7021344304084778,0.7135457992553711,9,12,60,4,89
fault15,402,0.6729875802993774,0.612895131111145,0.6643426418304443,0.6711212396621704,0,-1,-1,0,89
fault15,403,0.672705888748169,0.6184970736503601,0.6532988548278809,0.6719958186149597,0,-1,-1,0,89
fault15,404,0.7063246369361877,0.6225752830505371,0.6814653277397156,0.6920195817947388,2,9,45,2,89
fault15,405,0.7224540114402771,0.6434267163276672,0.694403350353241,0.7182550430297852,8,32,160,6,89
fault15,406,0.6829676032066345,0.6038803458213806,0.6579054594039917,0.6712854504585266,0,-1,-1,0,89
fault15,407,0.6922444701194763,0.6255098581314087,0.6774060130119324,0.6892825365066528,2,65,325,2,89
fault15,408,0.6774395704269409,0.6276713609695435,0.6545304656028748,0.6624991297721863,0,-1,-1,0,89
fault15,409,0.6970754861831665,0.6285321116447449,0.6739978194236755,0.6910900473594666,2,3,15,2,89
fault15,410,0.6850910186767578,0.626691997051239,0.6711695790290833,0.6833244562149048,0,-1,-1,0,89
fault15,411,0.6869783401489258,0.6360859274864197,0.6678178906440735,0.6834719181060791,0,-1,-1,0,89
fault15,412,0.7460152506828308,0.6442312002182007,0.7119771242141724,0.7235013842582703,12,34,170,12,89
fault15,413,0.692183256149292,0.6432167887687683,0.6788567304611206,0.6874024868011475,1,62,310,1,89
fault15,414,0.6752564907073975,0.6191948056221008,0.6679343581199646,0.6733492016792297,0,-1,-1,0,89
fault15,415,0.695776104927063,0.6302089691162109,0.6814494729042053,0.6953160166740417,3,2,10,3,89
fault15,416,0.6786845922470093,0.624744176864624,0.6663834452629089,0.6753653883934021,0,-1,-1,0,89
fault15,417,0.6946485042572021,0.6198028326034546,0.6672286987304688,0.6854264140129089,1,22,110,1,89
fault15,418,0.6856029033660889,0.5969421863555908,0.6668345928192139,0.6788413524627686,0,-1,-1,0,89
fault15,419,0.6991056203842163,0.6269093155860901,0.690880298614502,0.698576033115387,6,29,145,3,89
fault15,420,0.6703472137451172,0.6124288439750671,0.6502664685249329,0.6592887043952942,0,-1,-1,0,89
fault15,421,0.7019698023796082,0.6165547966957092,0.688232421875,0.7014609575271606,5,50,250,3,89
fault15,422,0.6946794986724854,0.6237386465072632,0.6840795874595642,0.6940450668334961,3,26,130,2,89
fault15,423,0.7083158493041992,0.6312565803527832,0.6900472640991211,0.7011239528656006,5,39,195,3,89
fault15,424,0.6302305459976196,0.5924055576324463,0.6205176711082458,0.6277859210968018,0,-1,-1,0,89
fault15,425,0.6848244071006775,0.6309090256690979,0.6753397583961487,0.6817780137062073,0,-1,-1,0,89
fault15,426,0.6785649061203003,0.6325805187225342,0.6696881055831909,0.6780394315719604,0,-1,-1,0,89
fault15,427,0.643360435962677,0.6023089289665222,0.638867974281311,0.6425161361694336,0,-1,-1,0,89
fault15,428,0.7058262228965759,0.6402228474617004,0.6888182163238525,0.6988477110862732,5,2,10,3,89
fault15,429,0.6847862005233765,0.6194093227386475,0.6744459271430969,0.6787124872207642,0,-1,-1,0,89
fault15,430,0.7062913179397583,0.6321889758110046,0.6899380683898926,0.7043454051017761,5,0,0,2,89
fault15,431,0.6754153370857239,0.6205809712409973,0.6639378666877747,0.6724217534065247,0,-1,-1,0,89
fault15,432,0.6929978132247925,0.6154384613037109,0.6753283143043518,0.6883167624473572,2,69,345,2,89
fault15,433,0.6703059673309326,0.6258271336555481,0.6647233963012695,0.6692286133766174,0,-1,-1,0,89
fault15,434,0.682094156742096,0.6274081468582153,0.671810507774353,0.6785830855369568,0,-1,-1,0,89
fault15,435,0.6582803130149841,0.6136565208435059,0.649280846118927,0.6563590168952942,0,-1,-1,0,89
fault15,436,0.7066742777824402,0.6336429119110107,0.689906656742096,0.7047439813613892,5,40,200,5,89
fault15,437,0.6759042143821716,0.6129790544509888,0.6584976315498352,0.6719447374343872,0,-1,-1,0,89
fault15,438,0.6934235692024231,0.6187036633491516,0.67212975025177,0.6871083974838257,1,58,290,1,89
fault15,439,0.7194579839706421,0.6259708404541016,0.6983698606491089,0.7086272835731506,10,15,75,6,89
fault15,440,0.6827660202980042,0.6282610297203064,0.6685913801193237,0.6815435886383057,0,-1,-1,0,89
fault15,441,0.6516098380088806,0.6206175684928894,0.6465758681297302,0.6513115763664246,0,-1,-1,0,89
fault15,442,0.6622451543807983,0.6106706857681274,0.6541134119033813,0.6614648103713989,0,-1,-1,0,89
fault15,443,0.6729685664176941,0.629574179649353,0.6559037566184998,0.6643906831741333,0,-1,-1,0,89
fault15,444,0.6755005717277527,0.616630494594574,0.656105637550354,0.6618260145187378,0,-1,-1,0,89
fault15,445,0.683617889881134,0.6310426592826843,0.6738318204879761,0.683121919631958,0,-1,-1,0,89
fault15,446,0.6958255171775818,0.6217995882034302,0.6767140626907349,0.6957626342773438,2,87,435,2,89
fault15,447,0.685962975025177,0.6406464576721191,0.6742784976959229,0.6786147356033325,0,-1,-1,0,89
fault15,448,0.6526966691017151,0.6085848212242126,0.640442430973053,0.650162398815155,0,-1,-1,0,89
fault15,449,0.6918773651123047,0.642850935459137,0.6824395060539246,0.6892093420028687,3,43,215,1,89
fault15,450,0.6497020125389099,0.6015979647636414,0.641431450843811,0.646902859210968,0,-1,-1,0,89
fault15,451,0.7406203746795654,0.6311142444610596,0.7274039387702942,0.7397644519805908,13,16,80,12,89
fault15,452,0.6979101896286011,0.6185028553009033,0.6797634363174438,0.6890578269958496,2,63,315,1,89
fault15,453,0.710352897644043,0.6257272362709045,0.6939418315887451,0.7090126276016235,8,69,345,6,89
