type,simulationRun,sensor,z_threshold,first_crossing_window,first_crossing_sample,delay_from_onset
fault15,119,XMEAS_40,3,-1,-1,-1
fault15,119,XMEAS_40,4,-1,-1,-1
fault15,119,XMEAS_41,2,-1,-1,-1
fault15,119,XMEAS_41,3,-1,-1,-1
fault15,119,XMEAS_41,4,-1,-1,-1
fault15,119,XMV_1,2,-1,-1,-1
fault15,119,XMV_1,3,-1,-1,-1
fault15,119,XMV_1,4,-1,-1,-1
fault15,119,XMV_2,2,-1,-1,-1
fault15,119,XMV_2,3,-1,-1,-1
fault15,119,XMV_2,4,-1,-1,-1
fault15,119,XMV_3,2,-1,-1,-1
fault15,119,XMV_3,3,-1,-1,-1
fault15,119,XMV_3,4,-1,-1,-1
fault15,119,XMV_4,2,-1,-1,-1
fault15,119,XMV_4,3,-1,-1,-1
fault15,119,XMV_4,4,-1,-1,-1
fault15,119,XMV_5,2,-1,-1,-1
fault15,119,XMV_5,3,-1,-1,-1
fault15,119,XMV_5,4,-1,-1,-1
fault15,119,XMV_6,2,-1,-1,-1
fault15,119,XMV_6,3,-1,-1,-1
fault15,119,XMV_6,4,-1,-1,-1
fault15,119,XMV_7,2,-1,-1,-1
fault15,119,XMV_7,3,-1,-1,-1
fault15,119,XMV_7,4,-1,-1,-1
fault15,119,XMV_8,2,-1,-1,-1
fault15,119,XMV_8,3,-1,-1,-1
fault15,119,XMV_8,4,-1,-1,-1
fault15,119,XMV_9,2,-1,-1,-1
fault15,119,XMV_9,3,-1,-1,-1
fault15,119,XMV_9,4,-1,-1,-1
fault15,119,XMV_10,2,-1,-1,-1
fault15,119,XMV_10,3,-1,-1,-1
fault15,119,XMV_10,4,-1,-1,-1
fault15,119,XMV_11,2,-1,-1,-1
fault15,119,XMV_11,3,-1,-1,-1
fault15,119,XMV_11,4,-1,-1,-1
fault15,120,XMEAS_1,2,-1,-1,-1
fault15,120,XMEAS_1,3,-1,-1,-1
fault15,120,XMEAS_1,4,-1,-1,-1
fault15,120,XMEAS_2,2,-1,-1,-1
fault15,120,XMEAS_2,3,-1,-1,-1
fault15,120,XMEAS_2,4,-1,-1,-1
fault15,120,XMEAS_3,2,-1,-1,-1
fault15,120,XMEAS_3,3,-1,-1,-1
fault15,120,XMEAS_3,4,-1,-1,-1
fault15,120,XMEAS_4,2,-1,-1,-1
fault15,120,XMEAS_4,3,-1,-1,-1
fault15,120,XMEAS_4,4,-1,-1,-1
fault15,120,XMEAS_5,2,-1,-1,-1
fault15,120,XMEAS_5,3,-1,-1,-1
fault15,120,XMEAS_5,4,-1,-1,-1
fault15,120,XMEAS_6,2,-1,-1,-1
fault15,120,XMEAS_6,3,-1,-1,-1
fault15,120,XMEAS_6,4,-1,-1,-1
fault15,120,XMEAS_7,2,-1,-1,-1
fault15,120,XMEAS_7,3,-1,-1,-1
fault15,120,XMEAS_7,4,-1,-1,-1
fault15,120,XMEAS_8,2,-1,-1,-1
fault15,120,XMEAS_8,3,-1,-1,-1
fault15,120,XMEAS_8,4,-1,-1,-1
fault15,120,XMEAS_9,2,-1,-1,-1
fault15,120,XMEAS_9,3,-1,-1,-1
fault15,120,XMEAS_9,4,-1,-1,-1
fault15,120,XMEAS_10,2,-1,-1,-1
fault15,120,XMEAS_10,3,-1,-1,-1
fault15,120,XMEAS_10,4,-1,-1,-1
fault15,120,XMEAS_11,2,-1,-1,-1
fault15,120,XMEAS_11,3,-1,-1,-1
fault15,120,XMEAS_11,4,-1,-1,-1
fault15,120,XMEAS_12,2,-1,-1,-1
fault15,120,XMEAS_12,3,-1,-1,-1
fault15,120,XMEAS_12,4,-1,-1,-1
fault15,120,XMEAS_13,2,-1,-1,-1
fault15,120,XMEAS_13,3,-1,-1,-1
fault15,120,XMEAS_13,4,-1,-1,-1
fault15,120,XMEAS_14,2,-1,-1,-1
fault15,120,XMEAS_14,3,-1,-1,-1
fault15,120,XMEAS_14,4,-1,-1,-1
fault15,120,XMEAS_15,2,-1,-1,-1
fault15,120,XMEAS_15,3,-1,-1,-1
fault15,120,XMEAS_15,4,-1,-1,-1
fault15,120,XMEAS_16,2,-1,-1,-1
fault15,120,XMEAS_16,3,-1,-1,-1
fault15,120,XMEAS_16,4,-1,-1,-1
fault15,120,XMEAS_17,2,-1,-1,-1
fault15,120,XMEAS_17,3,-1,-1,-1
fault15,120,XMEAS_17,4,-1,-1,-1
fault15,120,XMEAS_18,2,-1,-1,-1
fault15,120,XMEAS_18,3,-1,-1,-1
fault15,120,XMEAS_18,4,-1,-1,-1
fault15,120,XMEAS_19,2,-1,-1,-1
fault15,120,XMEAS_19,3,-1,-1,-1
fault15,120,XMEAS_19,4,-1,-1,-1
fault15,120,XMEAS_20,2,-1,-1,-1
fault15,120,XMEAS_20,3,-1,-1,-1
fault15,120,XMEAS_20,4,-1,-1,-1
fault15,120,XMEAS_21,2,-1,-1,-1
fault15,120,XMEAS_21,3,-1,-1,-1
fault15,120,XMEAS_21,4,-1,-1,-1
fault15,120,XMEAS_22,2,-1,-1,-1
fault15,120,XMEAS_22,3,-1,-1,-1
fault15,120,XMEAS_22,4,-1,-1,-1
fault15,120,XMEAS_23,2,-1,-1,-1
fault15,120,XMEAS_23,3,-1,-1,-1
fault15,120,XMEAS_23,4,-1,-1,-1
fault15,120,XMEAS_24,2,-1,-1,-1
fault15,120,XMEAS_24,3,-1,-1,-1
fault15,120,XMEAS_24,4,-1,-1,-1
fault15,120,XMEAS_25,2,-1,-1,-1
fault15,120,XMEAS_25,3,-1,-1,-1
fault15,120,XMEAS_25,4,-1,-1,-1
fault15,120,XMEAS_26,2,-1,-1,-1
fault15,120,XMEAS_26,3,-1,-1,-1
fault15,120,XMEAS_26,4,-1,-1,-1
fault15,120,XMEAS_27,2,-1,-1,-1
fault15,120,XMEAS_27,3,-1,-1,-1
fault15,120,XMEAS_27,4,-1,-1,-1
fault15,120,XMEAS_28,2,-1,-1,-1
fault15,120,XMEAS_28,3,-1,-1,-1
fault15,120,XMEAS_28,4,-1,-1,-1
fault15,120,XMEAS_29,2,-1,-1,-1
fault15,120,XMEAS_29,3,-1,-1,-1
fault15,120,XMEAS_29,4,-1,-1,-1
fault15,120,XMEAS_30,2,-1,-1,-1
fault15,120,XMEAS_30,3,-1,-1,-1
fault15,120,XMEAS_30,4,-1,-1,-1
fault15,120,XMEAS_31,2,-1,-1,-1
fault15,120,XMEAS_31,3,-1,-1,-1
fault15,120,XMEAS_31,4,-1,-1,-1
fault15,120,XMEAS_32,2,-1,-1,-1
fault15,120,XMEAS_32,3,-1,-1,-1
fault15,120,XMEAS_32,4,-1,-1,-1
fault15,120,XMEAS_33,2,-1,-1,-1
fault15,120,XMEAS_33,3,-1,-1,-1
fault15,120,XMEAS_33,4,-1,-1,-1
fault15,120,XMEAS_34,2,-1,-1,-1
fault15,120,XMEAS_34,3,-1,-1,-1
fault15,120,XMEAS_34,4,-1,-1,-1
fault15,120,XMEAS_35,2,-1,-1,-1
fault15,120,XMEAS_35,3,-1,-1,-1
fault15,120,XMEAS_35,4,-1,-1,-1
fault15,120,XMEAS_36,2,-1,-1,-1
fault15,120,XMEAS_36,3,-1,-1,-1
fault15,120,XMEAS_36,4,-1,-1,-1
fault15,120,XMEAS_37,2,-1,-1,-1
fault15,120,XMEAS_37,3,-1,-1,-1
fault15,120,XMEAS_37,4,-1,-1,-1
fault15,120,XMEAS_38,2,-1,-1,-1
fault15,120,XMEAS_38,3,-1,-1,-1
fault15,120,XMEAS_38,4,-1,-1,-1
fault15,120,XMEAS_39,2,-1,-1,-1
fault15,120,XMEAS_39,3,-1,-1,-1
fault15,120,XMEAS_39,4,-1,-1,-1
fault15,120,XMEAS_40,2,-1,-1,-1
fault15,120,XMEAS_40,3,-1,-1,-1
fault15,120,XMEAS_40,4,-1,-1,-1
fault15,120,XMEAS_41,2,-1,-1,-1
fault15,120,XMEAS_41,3,-1,-1,-1
fault15,120,XMEAS_41,4,-1,-1,-1
fault15,120,XMV_1,2,-1,-1,-1
fault15,120,XMV_1,3,-1,-1,-1
fault15,120,XMV_1,4,-1,-1,-1
fault15,120,XMV_2,2,-1,-1,-1
fault15,120,XMV_2,3,-1,-1,-1
fault15,120,XMV_2,4,-1,-1,-1
fault15,120,XMV_3,2,-1,-1,-1
fault15,120,XMV_3,3,-1,-1,-1
fault15,120,XMV_3,4,-1,-1,-1
fault15,120,XMV_4,2,-1,-1,-1
fault15,120,XMV_4,3,-1,-1,-1
fault15,120,XMV_4,4,-1,-1,-1
fault15,120,XMV_5,2,-1,-1,-1
fault15,120,XMV_5,3,-1,-1,-1
fault15,120,XMV_5,4,-1,-1,-1
fault15,120,XMV_6,2,-1,-1,-1
fault15,120,XMV_6,3,-1,-1,-1
fault15,120,XMV_6,4,-1,-1,-1
fault15,120,XMV_7,2,-1,-1,-1
fault15,120,XMV_7,3,-1,-1,-1
fault15,120,XMV_7,4,-1,-1,-1
fault15,120,XMV_8,2,-1,-1,-1
fault15,120,XMV_8,3,-1,-1,-1
fault15,120,XMV_8,4,-1,-1,-1
fault15,120,XMV_9,2,-1,-1,-1
fault15,120,XMV_9,3,-1,-1,-1
fault15,120,XMV_9,4,-1,-1,-1
fault15,120,XMV_10,2,-1,-1,-1
fault15,120,XMV_10,3,-1,-1,-1
fault15,120,XMV_10,4,-1,-1,-1
fault15,120,XMV_11,2,-1,-1,-1
fault15,120,XMV_11,3,-1,-1,-1
fault15,120,XMV_11,4,-1,-1,-1
fault15,121,XMEAS_1,2,-1,-1,-1
fault15,121,XMEAS_1,3,-1,-1,-1
fault15,121,XMEAS_1,4,-1,-1,-1
fault15,121,XMEAS_2,2,-1,-1,-1
fault15,121,XMEAS_2,3,-1,-1,-1
fault15,121,XMEAS_2,4,-1,-1,-1
fault15,121,XMEAS_3,2,-1,-1,-1
fault15,121,XMEAS_3,3,-1,-1,-1
fault15,121,XMEAS_3,4,-1,-1,-1
fault15,121,XMEAS_4,2,-1,-1,-1
fault15,121,XMEAS_4,3,-1,-1,-1
fault15,121,XMEAS_4,4,-1,-1,-1
fault15,121,XMEAS_5,2,-1,-1,-1
fault15,121,XMEAS_5,3,-1,-1,-1
fault15,121,XMEAS_5,4,-1,-1,-1
fault15,121,XMEAS_6,2,-1,-1,-1
fault15,121,XMEAS_6,3,-1,-1,-1
fault15,121,XMEAS_6,4,-1,-1,-1
fault15,121,XMEAS_7,2,-1,-1,-1
fault15,121,XMEAS_7,3,-1,-1,-1
fault15,121,XMEAS_7,4,-1,-1,-1
fault15,121,XMEAS_8,2,-1,-1,-1
fault15,121,XMEAS_8,3,-1,-1,-1
fault15,121,XMEAS_8,4,-1,-1,-1
fault15,121,XMEAS_9,2,-1,-1,-1
fault15,121,XMEAS_9,3,-1,-1,-1
fault15,121,XMEAS_9,4,-1,-1,-1
fault15,121,XMEAS_10,2,-1,-1,-1
fault15,121,XMEAS_10,3,-1,-1,-1
fault15,121,XMEAS_10,4,-1,-1,-1
fault15,121,XMEAS_11,2,-1,-1,-1
fault15,121,XMEAS_11,3,-1,-1,-1
fault15,121,XMEAS_11,4,-1,-1,-1
fault15,121,XMEAS_12,2,-1,-1,-1
fault15,121,XMEAS_12,3,-1,-1,-1
fault15,121,XMEAS_12,4,-1,-1,-1
fault15,121,XMEAS_13,2,-1,-1,-1
fault15,121,XMEAS_13,3,-1,-1,-1
fault15,121,XMEAS_13,4,-1,-1,-1
fault15,121,XMEAS_14,2,-1,-1,-1
fault15,121,XMEAS_14,3,-1,-1,-1
fault15,121,XMEAS_14,4,-1,-1,-1
fault15,121,XMEAS_15,2,-1,-1,-1
fault15,121,XMEAS_15,3,-1,-1,-1
fault15,121,XMEAS_15,4,-1,-1,-1
fault15,121,XMEAS_16,2,-1,-1,-1
fault15,121,XMEAS_16,3,-1,-1,-1
fault15,121,XMEAS_16,4,-1,-1,-1
fault15,121,XMEAS_17,2,-1,-1,-1
fault15,121,XMEAS_17,3,-1,-1,-1
fault15,121,XMEAS_17,4,-1,-1,-1
fault15,121,XMEAS_18,2,22,110,-50
fault15,121,XMEAS_18,3,-1,-1,-1
fault15,121,XMEAS_18,4,-1,-1,-1
fault15,121,XMEAS_19,2,23,115,-45
fault15,121,XMEAS_19,3,-1,-1,-1
fault15,121,XMEAS_19,4,-1,-1,-1
fault15,121,XMEAS_20,2,-1,-1,-1
fault15,121,XMEAS_20,3,-1,-1,-1
fault15,121,XMEAS_20,4,-1,-1,-1
fault15,121,XMEAS_21,2,-1,-1,-1
fault15,121,XMEAS_21,3,-1,-1,-1
fault15,121,XMEAS_21,4,-1,-1,-1
fault15,121,XMEAS_22,2,-1,-1,-1
fault15,121,XMEAS_22,3,-1,-1,-1
fault15,121,XMEAS_22,4,-1,-1,-1
fault15,121,XMEAS_23,2,-1,-1,-1
fault15,121,XMEAS_23,3,-1,-1,-1
fault15,121,XMEAS_23,4,-1,-1,-1
fault15,121,XMEAS_24,2,-1,-1,-1
fault15,121,XMEAS_24,3,-1,-1,-1
fault15,121,XMEAS_24,4,-1,-1,-1
fault15,121,XMEAS_25,2,-1,-1,-1
fault15,121,XMEAS_25,3,-1,-1,-1
fault15,121,XMEAS_25,4,-1,-1,-1
fault15,121,XMEAS_26,2,-1,-1,-1
fault15,121,XMEAS_26,3,-1,-1,-1
fault15,121,XMEAS_26,4,-1,-1,-1
fault15,121,XMEAS_27,2,-1,-1,-1
fault15,121,XMEAS_27,3,-1,-1,-1
fault15,121,XMEAS_27,4,-1,-1,-1
fault15,121,XMEAS_28,2,-1,-1,-1
fault15,121,XMEAS_28,3,-1,-1,-1
fault15,121,XMEAS_28,4,-1,-1,-1
fault15,121,XMEAS_29,2,-1,-1,-1
fault15,121,XMEAS_29,3,-1,-1,-1
fault15,121,XMEAS_29,4,-1,-1,-1
fault15,121,XMEAS_30,2,-1,-1,-1
fault15,121,XMEAS_30,3,-1,-1,-1
fault15,121,XMEAS_30,4,-1,-1,-1
fault15,121,XMEAS_31,2,-1,-1,-1
fault15,121,XMEAS_31,3,-1,-1,-1
fault15,121,XMEAS_31,4,-1,-1,-1
fault15,121,XMEAS_32,2,-1,-1,-1
fault15,121,XMEAS_32,3,-1,-1,-1
fault15,121,XMEAS_32,4,-1,-1,-1
fault15,121,XMEAS_33,2,-1,-1,-1
fault15,121,XMEAS_33,3,-1,-1,-1
fault15,121,XMEAS_33,4,-1,-1,-1
fault15,121,XMEAS_34,2,-1,-1,-1
fault15,121,XMEAS_34,3,-1,-1,-1
fault15,121,XMEAS_34,4,-1,-1,-1
fault15,121,XMEAS_35,2,-1,-1,-1
fault15,121,XMEAS_35,3,-1,-1,-1
fault15,121,XMEAS_35,4,-1,-1,-1
fault15,121,XMEAS_36,2,-1,-1,-1
fault15,121,XMEAS_36,3,-1,-1,-1
fault15,121,XMEAS_36,4,-1,-1,-1
fault15,121,XMEAS_37,2,-1,-1,-1
fault15,121,XMEAS_37,3,-1,-1,-1
fault15,121,XMEAS_37,4,-1,-1,-1
fault15,121,XMEAS_38,2,-1,-1,-1
fault15,121,XMEAS_38,3,-1,-1,-1
fault15,121,XMEAS_38,4,-1,-1,-1
fault15,121,XMEAS_39,2,-1,-1,-1
fault15,121,XMEAS_39,3,-1,-1,-1
fault15,121,XMEAS_39,4,-1,-1,-1
fault15,121,XMEAS_40,2,-1,-1,-1
fault15,121,XMEAS_40,3,-1,-1,-1
fault15,121,XMEAS_40,4,-1,-1,-1
fault15,121,XMEAS_41,2,-1,-1,-1
fault15,121,XMEAS_41,3,-1,-1,-1
fault15,121,XMEAS_41,4,-1,-1,-1
fault15,121,XMV_1,2,-1,-1,-1
fault15,121,XMV_1,3,-1,-1,-1
fault15,121,XMV_1,4,-1,-1,-1
fault15,121,XMV_2,2,-1,-1,-1
fault15,121,XMV_2,3,-1,-1,-1
fault15,121,XMV_2,4,-1,-1,-1
fault15,121,XMV_3,2,-1,-1,-1
fault15,121,XMV_3,3,-1,-1,-1
fault15,121,XMV_3,4,-1,-1,-1
fault15,121,XMV_4,2,-1,-1,-1
fault15,121,XMV_4,3,-1,-1,-1
fault15,121,XMV_4,4,-1,-1,-1
fault15,121,XMV_5,2,-1,-1,-1
fault15,121,XMV_5,3,-1,-1,-1
fault15,121,XMV_5,4,-1,-1,-1
fault15,121,XMV_6,2,-1,-1,-1
fault15,121,XMV_6,3,-1,-1,-1
fault15,121,XMV_6,4,-1,-1,-1
fault15,121,XMV_7,2,-1,-1,-1
fault15,121,XMV_7,3,-1,-1,-1
fault15,121,XMV_7,4,-1,-1,-1
fault15,121,XMV_8,2,-1,-1,-1
fault15,121,XMV_8,3,-1,-1,-1
fault15,121,XMV_8,4,-1,-1,-1
fault15,121,XMV_9,2,23,115,-45
fault15,121,XMV_9,3,-1,-1,-1
fault15,121,XMV_9,4,-1,-1,-1
fault15,121,XMV_10,2,-1,-1,-1
fault15,121,XMV_10,3,-1,-1,-1
fault15,121,XMV_10,4,-1,-1,-1
fault15,121,XMV_11,2,-1,-1,-1
fault15,121,XMV_11,3,-1,-1,-1
fault15,121,XMV_11,4,-1,-1,-1
fault15,122,XMEAS_1,2,-1,-1,-1
fault15,122,XMEAS_1,3,-1,-1,-1
fault15,122,XMEAS_1,4,-1,-1,-1
fault15,122,XMEAS_2,2,-1,-1,-1
fault15,122,XMEAS_2,3,-1,-1,-1
fault15,122,XMEAS_2,4,-1,-1,-1
fault15,122,XMEAS_3,2,-1,-1,-1
fault15,122,XMEAS_3,3,-1,-1,-1
fault15,122,XMEAS_3,4,-1,-1,-1
fault15,122,XMEAS_4,2,-1,-1,-1
fault15,122,XMEAS_4,3,-1,-1,-1
fault15,122,XMEAS_4,4,-1,-1,-1
fault15,122,XMEAS_5,2,-1,-1,-1
fault15,122,XMEAS_5,3,-1,-1,-1
fault15,122,XMEAS_5,4,-1,-1,-1
fault15,122,XMEAS_6,2,-1,-1,-1
fault15,122,XMEAS_6,3,-1,-1,-1
fault15,122,XMEAS_6,4,-1,-1,-1
fault15,122,XMEAS_7,2,-1,-1,-1
fault15,122,XMEAS_7,3,-1,-1,-1
fault15,122,XMEAS_7,4,-1,-1,-1
fault15,122,XMEAS_8,2,-1,-1,-1
fault15,122,XMEAS_8,3,-1,-1,-1
fault15,122,XMEAS_8,4,-1,-1,-1
fault15,122,XMEAS_9,2,-1,-1,-1
fault15,122,XMEAS_9,3,-1,-1,-1
fault15,122,XMEAS_9,4,-1,-1,-1
fault15,122,XMEAS_10,2,-1,-1,-1
fault15,122,XMEAS_10,3,-1,-1,-1
fault15,122,XMEAS_10,4,-1,-1,-1
fault15,122,XMEAS_11,2,-1,-1,-1
fault15,122,XMEAS_11,3,-1,-1,-1
fault15,122,XMEAS_11,4,-1,-1,-1
fault15,122,XMEAS_12,2,-1,-1,-1
fault15,122,XMEAS_12,3,-1,-1,-1
fault15,122,XMEAS_12,4,-1,-1,-1
fault15,122,XMEAS_13,2,-1,-1,-1
fault15,122,XMEAS_13,3,-1,-1,-1
fault15,122,XMEAS_13,4,-1,-1,-1
fault15,122,XMEAS_14,2,-1,-1,-1
fault15,122,XMEAS_14,3,-1,-1,-1
fault15,122,XMEAS_14,4,-1,-1,-1
fault15,122,XMEAS_15,2,-1,-1,-1
fault15,122,XMEAS_15,3,-1,-1,-1
fault15,122,XMEAS_15,4,-1,-1,-1
fault15,122,XMEAS_16,2,-1,-1,-1
fault15,122,XMEAS_16,3,-1,-1,-1
fault15,122,XMEAS_16,4,-1,-1,-1
fault15,122,XMEAS_17,2,-1,-1,-1
fault15,122,XMEAS_17,3,-1,-1,-1
fault15,122,XMEAS_17,4,-1,-1,-1
fault15,122,XMEAS_18,2,-1,-1,-1
fault15,122,XMEAS_18,3,-1,-1,-1
fault15,122,XMEAS_18,4,-1,-1,-1
fault15,122,XMEAS_19,2,-1,-1,-1
fault15,122,XMEAS_19,3,-1,-1,-1
fault15,122,XMEAS_19,4,-1,-1,-1
fault15,122,XMEAS_20,2,-1,-1,-1
fault15,122,XMEAS_20,3,-1,-1,-1
fault15,122,XMEAS_20,4,-1,-1,-1
fault15,122,XMEAS_21,2,-1,-1,-1
fault15,122,XMEAS_21,3,-1,-1,-1
fault15,122,XMEAS_21,4,-1,-1,-1
fault15,122,XMEAS_22,2,-1,-1,-1
fault15,122,XMEAS_22,3,-1,-1,-1
fault15,122,XMEAS_22,4,-1,-1,-1
fault15,122,XMEAS_23,2,-1,-1,-1
fault15,122,XMEAS_23,3,-1,-1,-1
fault15,122,XMEAS_23,4,-1,-1,-1
fault15,122,XMEAS_24,2,-1,-1,-1
fault15,122,XMEAS_24,3,-1,-1,-1
fault15,122,XMEAS_24,4,-1,-1,-1
fault15,122,XMEAS_25,2,-1,-1,-1
fault15,122,XMEAS_25,3,-1,-1,-1
fault15,122,XMEAS_25,4,-1,-1,-1
fault15,122,XMEAS_26,2,-1,-1,-1
fault15,122,XMEAS_26,3,-1,-1,-1
fault15,122,XMEAS_26,4,-1,-1,-1
fault15,122,XMEAS_27,2,-1,-1,-1
fault15,122,XMEAS_27,3,-1,-1,-1
fault15,122,XMEAS_27,4,-1,-1,-1
fault15,122,XMEAS_28,2,-1,-1,-1
fault15,122,XMEAS_28,3,-1,-1,-1
fault15,122,XMEAS_28,4,-1,-1,-1
fault15,122,XMEAS_29,2,-1,-1,-1
fault15,122,XMEAS_29,3,-1,-1,-1
fault15,122,XMEAS_29,4,-1,-1,-1
fault15,122,XMEAS_30,2,-1,-1,-1
fault15,122,XMEAS_30,3,-1,-1,-1
fault15,122,XMEAS_30,4,-1,-1,-1
fault15,122,XMEAS_31,2,-1,-1,-1
fault15,122,XMEAS_31,3,-1,-1,-1
fault15,122,XMEAS_31,4,-1,-1,-1
fault15,122,XMEAS_32,2,-1,-1,-1
fault15,122,XMEAS_32,3,-1,-1,-1
fault15,122,XMEAS_32,4,-1,-1,-1
fault15,122,XMEAS_33,2,-1,-1,-1
fault15,122,XMEAS_33,3,-1,-1,-1
fault15,122,XMEAS_33,4,-1,-1,-1
fault15,122,XMEAS_34,2,-1,-1,-1
fault15,122,XMEAS_34,3,-1,-1,-1
fault15,122,XMEAS_34,4,-1,-1,-1
fault15,122,XMEAS_35,2,-1,-1,-1
fault15,122,XMEAS_35,3,-1,-1,-1
fault15,122,XMEAS_35,4,-1,-1,-1
fault15,122,XMEAS_36,2,-1,-1,-1
fault15,122,XMEAS_36,3,-1,-1,-1
fault15,122,XMEAS_36,4,-1,-1,-1
fault15,122,XMEAS_37,2,-1,-1,-1
fault15,122,XMEAS_37,3,-1,-1,-1
fault15,122,XMEAS_37,4,-1,-1,-1
fault15,122,XMEAS_38,2,-1,-1,-1
fault15,122,XMEAS_38,3,-1,-1,-1
fault15,122,XMEAS_38,4,-1,-1,-1
fault15,122,XMEAS_39,2,-1,-1,-1
fault15,122,XMEAS_39,3,-1,-1,-1
fault15,122,XMEAS_39,4,-1,-1,-1
fault15,122,XMEAS_40,2,-1,-1,-1
fault15,122,XMEAS_40,3,-1,-1,-1
fault15,122,XMEAS_40,4,-1,-1,-1
fault15,122,XMEAS_41,2,-1,-1,-1
fault15,122,XMEAS_41,3,-1,-1,-1
fault15,122,XMEAS_41,4,-1,-1,-1
fault15,122,XMV_1,2,-1,-1,-1
fault15,122,XMV_1,3,-1,-1,-1
fault15,122,XMV_1,4,-1,-1,-1
fault15,122,XMV_2,2,-1,-1,-1
fault15,122,XMV_2,3,-1,-1,-1
fault15,122,XMV_2,4,-1,-1,-1
fault15,122,XMV_3,2,-1,-1,-1
fault15,122,XMV_3,3,-1,-1,-1
fault15,122,XMV_3,4,-1,-1,-1
fault15,122,XMV_4,2,-1,-1,-1
fault15,122,XMV_4,3,-1,-1,-1
fault15,122,XMV_4,4,-1,-1,-1
fault15,122,XMV_5,2,-1,-1,-1
fault15,122,XMV_5,3,-1,-1,-1
fault15,122,XMV_5,4,-1,-1,-1
fault15,122,XMV_6,2,-1,-1,-1
fault15,122,XMV_6,3,-1,-1,-1
fault15,122,XMV_6,4,-1,-1,-1
fault15,122,XMV_7,2,-1,-1,-1
fault15,122,XMV_7,3,-1,-1,-1
fault15,122,XMV_7,4,-1,-1,-1
fault15,122,XMV_8,2,-1,-1,-1
fault15,122,XMV_8,3,-1,-1,-1
fault15,122,XMV_8,4,-1,-1,-1
fault15,122,XMV_9,2,-1,-1,-1
fault15,122,XMV_9,3,-1,-1,-1
fault15,122,XMV_9,4,-1,-1,-1
fault15,122,XMV_10,2,-1,-1,-1
fault15,122,XMV_10,3,-1,-1,-1
fault15,122,XMV_10,4,-1,-1,-1
fault15,122,XMV_11,2,-1,-1,-1
fault15,122,XMV_11,3,-1,-1,-1
fault15,122,XMV_11,4,-1,-1,-1
fault15,123,XMEAS_1,2,-1,-1,-1
fault15,123,XMEAS_1,3,-1,-1,-1
fault15,123,XMEAS_1,4,-1,-1,-1
fault15,123,XMEAS_2,2,-1,-1,-1
fault15,123,XMEAS_2,3,-1,-1,-1
fault15,123,XMEAS_2,4,-1,-1,-1
fault15,123,XMEAS_3,2,-1,-1,-1
fault15,123,XMEAS_3,3,-1,-1,-1
fault15,123,XMEAS_3,4,-1,-1,-1
fault15,123,XMEAS_4,2,-1,-1,-1
fault15,123,XMEAS_4,3,-1,-1,-1
fault15,123,XMEAS_4,4,-1,-1,-1
fault15,123,XMEAS_5,2,-1,-1,-1
fault15,123,XMEAS_5,3,-1,-1,-1
fault15,123,XMEAS_5,4,-1,-1,-1
fault15,123,XMEAS_6,2,-1,-1,-1
fault15,123,XMEAS_6,3,-1,-1,-1
fault15,123,XMEAS_6,4,-1,-1,-1
fault15,123,XMEAS_7,2,-1,-1,-1
fault15,123,XMEAS_7,3,-1,-1,-1
fault15,123,XMEAS_7,4,-1,-1,-1
fault15,123,XMEAS_8,2,-1,-1,-1
fault15,123,XMEAS_8,3,-1,-1,-1
fault15,123,XMEAS_8,4,-1,-1,-1
fault15,123,XMEAS_9,2,-1,-1,-1
fault15,123,XMEAS_9,3,-1,-1,-1
fault15,123,XMEAS_9,4,-1,-1,-1
fault15,123,XMEAS_10,2,-1,-1,-1
fault15,123,XMEAS_10,3,-1,-1,-1
fault15,123,XMEAS_10,4,-1,-1,-1
fault15,123,XMEAS_11,2,-1,-1,-1
fault15,123,XMEAS_11,3,-1,-1,-1
fault15,123,XMEAS_11,4,-1,-1,-1
fault15,123,XMEAS_12,2,-1,-1,-1
fault15,123,XMEAS_12,3,-1,-1,-1
fault15,123,XMEAS_12,4,-1,-1,-1
fault15,123,XMEAS_13,2,-1,-1,-1
fault15,123,XMEAS_13,3,-1,-1,-1
fault15,123,XMEAS_13,4,-1,-1,-1
fault15,123,XMEAS_14,2,-1,-1,-1
fault15,123,XMEAS_14,3,-1,-1,-1
fault15,123,XMEAS_14,4,-1,-1,-1
fault15,123,XMEAS_15,2,-1,-1,-1
fault15,123,XMEAS_15,3,-1,-1,-1
fault15,123,XMEAS_15,4,-1,-1,-1
fault15,123,XMEAS_16,2,-1,-1,-1
fault15,123,XMEAS_16,3,-1,-1,-1
fault15,123,XMEAS_16,4,-1,-1,-1
fault15,123,XMEAS_17,2,-1,-1,-1
fault15,123,XMEAS_17,3,-1,-1,-1
fault15,123,XMEAS_17,4,-1,-1,-1
fault15,123,XMEAS_18,2,-1,-1,-1
fault15,123,XMEAS_18,3,-1,-1,-1
fault15,123,XMEAS_18,4,-1,-1,-1
fault15,123,XMEAS_19,2,-1,-1,-1
fault15,123,XMEAS_19,3,-1,-1,-1
fault15,123,XMEAS_19,4,-1,-1,-1
fault15,123,XMEAS_20,2,-1,-1,-1
fault15,123,XMEAS_20,3,-1,-1,-1
fault15,123,XMEAS_20,4,-1,-1,-1
fault15,123,XMEAS_21,2,-1,-1,-1
fault15,123,XMEAS_21,3,-1,-1,-1
fault15,123,XMEAS_21,4,-1,-1,-1
